name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Lyra Erso's mother,,Human,,Female,,,,,,,,
Lys Solay,,Pantoran,Jedi Order,Female,She/her,Purple,Blue (with yellow tattoos),Pantora,,,Blue,
Lyssa Votz,,Human,Jedi Order,Female,She/her,Auburn,Pale,,,,Brown,
Lyssk,,Trandoshan,,Male,,,Green,,,,Purple,
Lyttan Dree,,Human,Galactic Empire,Male,,Black,Fair,Boiyuh,"4 ABY, Kudo system",,Green,
Lyx,,Cerean,Chandrila Star Line,Female,She/her,,,,,,,
M'ak Nar,,Abednedo,,,,White,Pink,,,,,
M'iiyoom Onith,,H'nemthe,,Female,,,Brown,,,,Black,
M'Kae,,Human,Galactic Empire,,He/him,Dark blond,Fair,,,,,
M'lindi,,Human,,Male,,Black,Light,,,,,
M'nevvus Leep,,Bith,Alliance to Restore the Republic,Male,,,Cream,,,,Black,
Ma'kis'shaalas,,Nikto (Kajain'sa'Nikto),Jedi Order,Male,,,Light tan,,,,Green,
Maarek Stele,,Human,Galactic Empire,,,,,,,,,
Maarva Carassi Andor,,Human,Daughters of Ferrix,Female,She/her,"Red-brown,",Light,Ferrix,"5 BBY,",,Green,
Maby Sagedo,,Unidentified beaked head-tail species,Zord's Spa and Bathhouse,,,,,,,,,
Mace Windu,,Human,Mace Windu's tribe,Male,He/him,Black,Dark,Haruun Kal,"19 BBY,",,Brown,
Mack,,Human (clone),Galactic Republic,,,,,Kamino,"21 BBY,",,Brown,
Macken,,Snivvian,Galactic Republic,,She/her,,,,,,,
Mad Midge,,Humanoid,Haxion Brood,,,,,,14 BBY,,,
Mada Vangu,,Ardennian,Feb Rozo and the Sap Tap Trio,,,Purple,Fair,,,,Brown,
MaDall,,Zygerrian,MaDall's empire,Female,,Pink,Gray,,,,Gold,
Madeli,,Human,,Female,,,,,,,,
Madelina,,Iktotchi,Enlightenment,Female,,,,,,,,
Madoob,,Human,,,,Black,Dark,,,,Brown,
Madrammagath,,Elomin,Church of the Force,,He/him,,,,"5 ABY, Christophsis",,,
Mae-ho Aniseya,,Human,Brendok coven,Female,She/her,Black (with brown highlights),Dark (with white tattoos),Brendok,,,Brown,
Maela,,Human,Galactic Empire,,She/her,,,Vulpter,,,,
Maeve Cuilinn,,Human,Jedi Order,Female,She/her,Red and white streaked,Pale,,,,,
Mafole,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
Magaloof,,Leffingite,,Male,He/him,,Orange,Almak,,,Blue,
Magernon,,Human,Galactic Empire,,He/him,,,,,,,
Magna Tolvan,,Human,Galactic Empire,Female,She/her,Silver,Light,,,,Blue,
Magva Yarro,,Human,Partisans,,She/her,,Light,Ghorman,,,,
Mahjo Reeloo,,Human (clone),,Female,,"Dark,",Tan,,,,Dark,
Mahon,,Hutt,Mahon's criminal empire,,He/him,,,,,,,
Mahranee,,Mahran,Galactic Republic,,,,,,,,,
Mahtee Dunn,,Rodian,,Female,,,Green,Rodia,,,Blue,
Maia,,Human,Partisans,Female,She/her,,,,"6 BBY, Inusagi",,,
Maia Tsoo,,Pantoran,Jedi Order,,She/her,Black,Blue,,,,,
Maize Raynshi,,Human/Mirialan hybrid,,Female,She/her,,Green,,,,Blue (with gold),
Mak Eak,,Zabrak (Dathomirian),Nightbrothers,Male,,,,Dathomir,,,,
Mak Plain,,Muun,InterGalactic Banking Clan,Male,,,Fair,,,,Yellow,
Makala Fardi,,Human,Fardi clan,Female,She/her,Black,Brown,Thabeska,,,,
Makarial Gravin,,Koorivar,Surat Nuat's gang,Female,She/her,,,,,,,
Maketh Tua,,Human,Galactic Empire,Female,She/her,Blonde,Tan,Lothal,"4 BBY, Lothal",,Brown,
Makkeer,,Azumel,Gwarm's gang,,,,Tan,,,,Green,
Maklooq,,Gran,Galactic Empire,Female,,,Orange,Malastare,"14 BBY, Coruscant",,,
Mako,,Quarren,,Male,He/him,,,,,,,
Makrit,,Ewok,Bright Tree tribe,Male,,Cream,,Endor,"1 BBY, Endor",,Brown,
Makta,,Twi'lek (Rutian),,Female,,,Blue,,,,Black,
Mala (Twi'lek),,Twi'lek,,Female,,,,Ryloth,"14 BBY, Ryloth",,,
Mala Thurya,,Twi'lek,Jedi Order,,,,Purple,,,,,
Malakili,,Human (Corellian),Hutt circuses,Male,He/him,,Swarthy,Corellia,,,Blue,
Malarus,,Human,First Order,Female,She/her,Blonde,Light,,,,Red,
Malastare,,Dug,Galactic Republic,,,,,,,,,
Malastare system,,Dug,Galactic Republic,,,,,,,,,
Malat,,Sullustan,,Female,,,,,,,,
Malat's husband,,Sullustan,,Male,,,,,,,,
Malee Hurra,,Human,Alliance to Restore the Republic,,,Black,Fair,,,,,
Malenko,,Andon Host,Confederacy of Independent Systems,,,,,,,,,
Malera Quinn,,Human,Jedi Order,Female,She/her,Blonde,,,,,,
Maliss,,Dashade,,,,,,,During an attack on a mobile way station,,,
Mallatobuck,,Wookiee,,Female,She/her,,,Kashyyyk,,,,
Malpaz,,Unidentified species,Galactic Empire,,,,,,,,,
Malé-Dee,,Human,Galactic Republic,Male,He/him,Red,Fair,Uyter,,,Brown,
Mama,,Hutt,,Female,She/her,,Purple-tan,Nal Hutta,,,Green,
Mama Scope,,Mirialan,Alliance to Restore the Republic,Female,,,Green,,,,Brown,
Mama Stammoch,,Human,,Female,She/her,White,Light,,,,,
Mamazooz,,Culisetto,,Female,,,,,,,,
Man From Naboo,,Fathier,,Male,,Brown,,,,,Black,
Manaroo,,Aruzan,,Female,She/her,Dark blue,Blue,Aruza,,,Blue,
Manchucho,,Aleena,Aleena monarchy,Male,He/him,,Beige,Aleen,,,,
Mandalore,,Alamite,New Mandalorians,,,,,,,,,Terrestrial
Mandalorian judge,,Human,Mandalorians,,He/him,,,Mandalore,,,,
Mandetat,,Human,First Order,Male,,Brown,Fair,,,,,
Mandora Catabe,,Human,HoloNet News,Female,,,,,,,,
Maneeli Tuun,,Kallidahin,Archaeological Research Council,Male,,,Purple and white,Polis Massa,,,Red,
Mann,,Human,Galactic Empire,,He/him,Brown,Light,,"c. 18 BBY,",,Blue,
Manpha,,Shawda Ubb,,,,,,,,,,Terrestrial
Mantu,,Selkath,,Male,He/him,,Gray-pink,Manaan,"20 BBY,",,Blue,
Maoi Madakor,,Human,Galactic Republic,,She/her,Brown,Light,,"32 BBY, Radiant VII (aboard the Saak'ak), Naboo system",,Brown,
Mapuzo system,,Caskadag,Galactic Empire,,,,,,,,,
Mar Tuuk,,Neimoidian,Confederacy of Independent Systems,Male,,,Green,Neimoidia,,,,
Maramis,,Togruta,Togruta government,,He/him,,,Shili,,,,
Marath,,Weequay,,Male,He/him,,,,,,,
Marcel Shradeer,,Human,,,,Black,Light,,,,Brown,
Marchion Ro,,Evereni,Nihil,Male,He/him,Dark,Slate-gray,Everon,,,Black,
Marcus Speedstar,,Human,Marcus Speedstar's racing team,Male,,Black,Brown,,,,Brown,
Marda and Yana Ro's grandparents,,Evereni,,,,,,,"Between c. 397 BBY and 387 BBY, Genetia",,,
Marda Ro,,Evereni,Path of the Open Hand,Female,She/her,Black,Grey,,By 228 BBY,,Black,
Marda Ro's mother,,Evereni,,Female,,,,,,,,
Marda Ro's sire,,Evereni,,Male,,,,,,,,
Maree,,Human,,Female,She/her,Black,Tan,At Attin,,,Brown,
Maree (Skarhorn),,Human,,,She/her,Blond,Light,,,,Blue,
Maree's mother,,Human,,Female,,Blond,Light,,,,Blue,
Mareena,,Tholothian,Jogg and Mareena's garage,Female,,,Light,,"19 BBY, Al'doleem",,Blue,
Mareesee,,Volpai,Jega's Squad,,,,Blue and orange,,,,Yellow,
Marg Krim,,Pyke,Shadow Collective,Male,He/him,,Green,Oba Diah,,,Purple,
Margle,,Gran,New Republic,,He/him,,,,,,,
Margo,,Imroosian,Crimson Dawn,Female,,,White,Imroosia,,,Brown,
Mari Amithest,,Human,Jedi Order,,,Black,Tan,,,,Brown,
Mari Kosan,,Human,Partisans,Female,,Brown,Light,,,,Black,
Mari San Tekka,,Human,,Female,She/her,,,,"231 BBY, Gravity's Heart, Berenge sector",,,
Mari San Tekka's father,,Human,,Male,,,,,,,,
Marialew,,Human,,Female,,,Light,,,,Green,
Marida Sumar,,Human (Lothalite),Alliance to Restore the Republic,Female,She/her,Brown,Copper,Lothal,,,Blue,
Mariek Panaka,,Human (Naboo),Royal House of Naboo,Female,She/her,Dark,Brown,Naboo,,,,
Marilena Pet-and-Ella Alda Mattea,,Human,Freemarch,,,Brown,Light,,,,Blue,
Marinda,,Humanoid,Knights of Ren,,,White,,,,,,
Marinda Gan,,Twi'lek,Spice Runners of Kijimi,Female,She/her,,Blue,,,,Black,
Marino Pomana,,Latero,,Male,,,,,,,,
Markin,,human,,,,Brown,Tan,,,,Brown,
Markona,,Human,Clan Markona,Male,He/him,Black,Tan,Hubin,"c. 2 ABY, Hubin",,Gray,
Marl (Nikto),,Nikto,Marl's Good Enough Eats,Male,He/him,,Orange,Palagosal,,,,
Marl Jibs,,Human,Galactic Empire,,He/him,White,Fair,,,,Blue,
Marl Jibs' girlfriend,,Twi'lek,,Female,,,,,,,,
Marlaa Jinara,,Chadra-Fan,Marlaa's junkyard,Female,She/her,Brown and gray,,Chad,,,Black,
Marlem Glay,,Nikto,Nihil,,She/her,,Green,,,,,
Marlo,,Hutt,Hutt Clan,Male,He/him,,Tan with mottled brown,Nal Hutta,"3 ABY, Jekara system",,Violet,
Marlo (E'roni),,Human,E'ronoh's military,Female,She/her,,,E'ronoh,,,,
Marlowe San Tekka,,Human,Galactic Republic,Male,He/him,Blond,Pale,,,,Blue,
Marn Kel,,Abednedo,Data Seekers,Male,,,Cream,,,,,
Marnia Un'la'na,,Twi'lek,First Order,,She/her,,Orange,,,,Blue,
Maromaka,,Wookiee,,,,,,Kashyyyk,,,,
Marr,,Hiitian,Guardians of the Whills,,They/them,,Light brown,,,,White,
Marrok,,Humanoid,Jedi Order,Male,He/him,,,,"9 ABY,",,,
Marrok (anooba),,Anooba,,Male,He/him,Gray,,,Sometime before 5 ABY,,Yellow,
Mars Guo,,Bardottan,,Male,He/him,,Green,Phu,,,,
Mart Mattin,,Human,Mykapo insurgents,Male,He/him,Brown,Light,Mykapo,,,Brown,
Martez family,,Human,Clone Underground,,,,,,,,,
Marzi,,Tynnan,,Female,She/her,Silver,,,,,Milky,
Mas Amedda,,Chagrian,Galactic Republic,Male,He/him,,Blue,Champala,,,Blue,
Masakene,,Da-Vlunnian,Hutt Clan,,,,Orange,,"229 BBY, Ballum",,White,
Masakint,,Human,Alliance to Restore the Republic,,,Black,Light,Dellalt,,,Dark,
Mashra,,Aqualish,,,,Dark,,,,,Black,
Masil Veit,,Human,Galactic Empire,Male,,,Pale,,,,,
Masir Trach,,Human,First Order,,He/him,Dark,Light,,,,Brown,
Maslo-Skaff,,Sullustan,Jedi Order,,,White,Light,,,,Black,
Massa,,Duros,Alliance to Restore the Republic,,He/him,,Green,,,,,
Masse Goskey,,Human,Masse Goskey's Arms Emporium and Explosives Mart,Male,,Black,Pale,,By 10 BBY,,,
Massif,,Humanoid,Knights of Ren,,,,,,,,,
Massobia,,Sullustan,,,,,Gray,,,,Black,
Master Codebreaker,,Human,,Male,He/him,Black,Light,,,,,
Mat Rags,,Human,,,,,Light,,,,Blue,
Mata,,Scalvi,,,,Pink,Purple,Turrak,,,Black,
Matari (targon),,Targon,,Male,He/him,Red,,,,,,
Matchstick,,Human (clone),Galactic Republic,Male,He/him,Black (shaved),Tan,Kamino,"22 BBY,",,Brown,
Matese,,Human,Galactic Republic,Male,,,,Coruscant,,,,
Mathey,,Human,Allehander Pso,Male,,,,,"c. 3 BBY,",,,
Matthea Cathley,,Twi'lek,Jedi Order,Female,She/her,,Pink,,,,Red,
Mattin,,Human,,Female,,,,,,,,
Mattis Banz,,Human,Resistance,Male,,Brown,Tan,Durkteel,,,"Mint,",
Mattis Banz's father,,Human,,Male,,,,,,,,
Mattis Banz's mother,,Human,,Female,,,,,,,,
Mattiso Trodu,,Human,Galactic Empire,Male,,,Fair,,,,,
Maul,,Zabrak,Nightbrothers,Male,He/him,,Red (with black tattoos),Dathomir,"2 BBY, Tatooine",,Yellow and red,
Maul's family,,Zabrak (Dathomirian),Nightsisters,,,,,,,,,
Maus Monare,,Human,Galactic Empire,Male,He/him,,,,,,,
Mawdo Larrth,,Ithorian,Cladtech,Male,,,,,"11 BBY, Gilvaanen",,,
Mawhonic,,Gran,,Male,He/him,,Pale orange,Hok,,,Black,
Max (Alderaanian),,Human (Alderaanian),Galactic Empire,Male,,Black,Dark,Alderaan,,,Dark,
Max (Ryloth),,Twi'lek,Twi'lek Resistance,,,,,Ryloth,"22 BBY,",,,
Maxa sisters,,Human,Cloud-Riders,,,,,,,,,
Maxim (Rebel),,Human,Alliance to Restore the Republic,Male,,Blond,Light,,,,Blue,
Maximian Ajax,,Human,Alliance to Restore the Republic,Male,He/him,,,,"3 ABY, Imperial heavy freighter, Redhurne system",,,
Maximilian Rebo,,Ortolan,Max Rebo Band,Male,He/him,,Blue,Orto,,,Black,
Maximilian Veers,,Human,Galactic Republic,Male,He/him,"Sandy,",Fair,Denon,,,Hazel,
Maxiron Agolerga,,Human,Brotherhood of Cognizance,Male,,,Light,Naboo,,,,
Maxxon Senn,,Human,,,He/him,,,,,,,
Mayday,,Human (clone),Galactic Republic,,He/him,Dark brown,Tan,Kamino,"c. 18 BBY,",,Brown,
Mayiu,,Melitto,Ashiga Clan,,,,,,,,,
Maylur,,Human,Galactic Empire,Male,,,Light,,,,,
Maynar,,Lurmen,,Female,,,Grey,Qalydon,,,Blue,
Mayor of Shaketown,,Human,,Female,,,Tan,,,,,
Maysano,,Lutrillian,,,,Gray,White,,,,Pink,
Mayvlin Trillick,,Human (Oktarian),,Female,,Black,Tan,Oktaro,,,Brown,
Maz Kanata,,An alien species,Maz Kanata's pirate crew,Female,She/her,White,Orange,Takodana,,,Brown,
MB-223,,Human,Galactic Empire,Male,,,,,,,,
Measel Junco,,Cyborg,Independent Traders' Infonet,,,,,,,,,
Meba Fonox,,Ortolan,Jedi Order,,She/her,,Blue,,,,,
Medcha Wanto,,Talz,Talz High Council,Male,,White,Black,Orto Plutonia,,,Black,
Mee Deechi,,Umbaran,Umbaran government,Male,He/him,White,Pale,Umbara,"21 BBY, Coruscant",,Gray,
Meeba,,Rodian,Oga's Cantina,Female,She/her,,,,,,,
Meebur Gascon,,Zilkin,Galactic Republic,Male,He/him,,Green,Great Zilk,,,Blue,
Meecha Odon,,Twi'lek (Rutian),,Female,,,,,,,,
Meedro,,Ewok,Bright Tree tribe,,He/him,Dark brown and white,Light,,,,Brown (right),
Meeka,,Hutt,Hutt Clan,,,,,,"3 ABY, Jekara system",,,
Meela (Rodian),,Rodian,,Female,She/her,,,Prandril,,,,
Meena Tills,,Mon Calamari,Galactic Republic,Female,She/her,,Salmon,Mon Cala,,,Yellow,
Meerou Woodring,,Orooturooian,,Female,,,Purple,,,,,
Meggin,,Humanoid,,Male,,,Red,,,,,
Megyn Soone,,Human,Partisans,Female,,Black,Dark,,,,Brown,
Mehdo,,Melitto,Ashiga Clan,,He/him,,,,,,,
Mehedo Clynch,,Human,Zenowai Crime Society,Male,,,,,5 ABY,,,
Mek Nu'Tiv,,Kudon,,Female,,Brown,Gray,,,,Gray,
Mekedrix,,Human,Galactic Republic,Male,,Black,,Roon,"Between 20 BBY and 19 BBY, Ando",,,
Melanah Sal Graeff,,Human,Sienar Fleet Systems,,She/her,Black,Dark,,,,Brown,
Melas,,Sarkan,,,,,Mottled gray,,,,Blue,
Melch,,Ugnaught,Galactic Empire,Male,,Brown,Tan,Bespin,,,Brown,
Melchior Votto,,Human,Galactic Empire,,,Blond,Light,,,,Blue,
Meldan,,Pantoran,Galactic Republic,,She/her,,,,,,,
Melee,,Human,A moisture farm,Female,She/her,Brown,Light,Tatooine,,,Brown,
Meli Day,,Zeltron,Jedi Order,Female,She/her,,Pink,,,,,
Melik Galerha,,Human,Galactic Republic,,,Black,Dark,,,,Brown,
Melis Shryke,,Human,Nihil,Female,She/her,White,Pale,Bantoo,,,Red,
Melis Shryke's father's chief adviser,,Neimoidian,Shryke family,,He/him,,,,,,,
Mellowyn,,Human,Elder Houses,Male,He/him,,,Birren,28 ABY,,,
Melna,,Theelin,A dance club,Female,She/her,Blue,Light (with blue spots),,,,Brown,
Melo Tolicus,,Human,,,He/him,Brown,Light,,,,,
Mem,,Imroosian,Lenahrans,Female,She/her,,Pale,Lenahra,,,,
Mennis Duren,,Sentient species,,,,Gray,Yellow,,,,Orange,
Menon,,Tevellan,Resistance,Male,,Orange,,Tevel,,,Black,
Meorti,,Human,Alliance to Restore the Republic,Female,,Black,Dark,,,,Brown,
Merak (Jedi),,Gran,Jedi Order,,He/him,,,,,,,
Mercos,,Human,Alliance to Restore the Republic,Male,,,Light,,,,,
Mercurial Swift,,Human (Corellian),,Male,He/him,Dark,Pale,Corellia,,,,
Mercy (human),,Human,Surat Nuat,Female,She/her,,,Corellia,,,,
Merei Spanjaf,,Human,Junior Academy of Applied Sciences,Female,She/her,Black,Light,Corulag,,,Brown,
Meritt Col,,Human,Czerka Corporation,Female,,Pale,,,,,Dark,
Meriva Greef,,Human,Galactic Empire,Female,,,Dark,,,,,
Merj,,Morseerian,Confederacy of Independent Systems,,,,,,,,,
Merl Cobben,,Human,Resistance,,He/him,Brown,Light,,,,Blue,
Merra,,Human,,Female,She/her,Golden,Bronze,Akiva,,,,
Merri Barlin,,Human,Galactic Empire,Female,,,,,,,,
Merrin,,Zabrak (Dathomirian),Nightsisters,Female,She/her,Silver,White (with gray tattoos),Dathomir,,,Brown,
Mersh Pellus,,Human,Resistance,Male,,,,,,,,
Merumeru,,Wookiee,Galactic Republic,Male,,Brown,,Kashyyyk,,,Blue,
Mervais Gandor,,Human,Galactic Empire,Male,He/him,,,,"5 ABY, Jakku",,,
Merven Getter,,Mirialan,Galactic Republic,,He/him,,,,"232 BBY, Hetzal system monitoring station",,,
Merzin Keysax,,Human,Galactic Empire,Male,,Bald,Light,,,,Blue,
Mesook,,Human,Guardians of the Whills,,He/him,,,Jedha,"382 BBY, Jedha",,,
Messpiin,,Pantoran,,,,Brown,Blue,,,,Blue,
Meta,,Human,Resistance,Female,,,Light,,,,,
Metal Clan leader,,Th'er's species,Metal Clan,,,,Purple,Bri'n,,,White,
Methwat Tann,,Ithorian,Alliance to Restore the Republic,,He/him,,,,,,,
Mett Habble,,Human,Royal House of Naboo,,,,,,"22 BBY, Coruscant",,,
Mettic,,Human,Galactic Empire,,He/him,Brown,Fair,,,,Brown,
Metz,,Human,Ku-Bops,,He/him,Dark brown,Dark,Tenoo,,,Yellow,
Mevera Starros,,Human,,Female,She/her,,,,,,,
Meya Wuk,,Togruta,Jedi Order,,,,,,,,,
Meymik,,Chadra-Fan,The Smuggler,Male,,Brown,,,,,Black,
Mezlo,,Human (Oruan),Oru resistance,Male,,Gray,Light,Oru,,,Dark,
Mezza (Lasat),,Lasat,Chandrila Star Line,Male,He/him,,,,,,,
MG-26,,Human,Galactic Empire,Male,,,,,,,,
Mhar'li,,Human,,Female,,Dark,Dark,Ord Mantell,,,,
Mi'no Teest,,Human,,Male,,Black,Fair,,,,,
Mi'yaric,,Chiss,Chiss Ascendancy,Female,,,,,,,,
Mia Gabon,,Human,New Republic,,,Brown,Light,,,,Brown,
Miam Lymontra,,Human,Partisans,,She/her,Black,Light,,,,,
Mianda,,Human,Galactic Empire,,He/him,Black,Light,,,,,
Miara Larte,,Human,Raada resistance,Female,She/her,,Brown,Raada,,,,
Mic,,Human,Galactic Empire,,,,,,,,,
Mica (human),,Human,Galactic Republic,Male,He/him,,,,,,,
Micah,,Human,,,He/him,Dark brown,Dark,,,,Brown,
Micah's father,,Human,,Male,,Black,Dark,,,,Brown,
Micah's mother,,Human,,Female,,Black,Dark,,,,Brown,
Mich Matt,,Ishi Tib,Alliance to Restore the Republic,Male,He/him,,Green,,,,Yellow,
Micha Evon,,Human,Alliance to Restore the Republic,Male,He/him,Graying,Dark brown,,"3 ABY, Hoth",,Blue,
Micho,,Human,Galactic Empire,,He/him,Gray,Pale,,,,,
Mico Haswell,,Human,Lerct Historical Institute,Male,,,,,,,,
Mideyean,,Slitherette,,Male,,,Orange,,,,,
Migg Birkhit,,Kupohan,Nessin Courier & Cargo,Male,,,Light,Kupoh,,,Dark,
Miggs McKane,,Human,,,He/him,,,,,,,
Migs Mayfeld,,Human,Galactic Empire,Male,He/him,"Red, later graying",Light,,,,Blue,
Mika Grey,,Human,Team Colossus,Female,She/her,White,Tan,,,,Green,
Mikilanie,,Em'liy,,,He/him,,Blue,,,,Black,
Mikkel Sutmani,,Ithorian,Jedi Order,Male,He/him,,Brown,,"231 BBY, Valo",,Black,
Mikkia,,Mikkian,Galactic Republic,,,,,,,,,
Mikral,,Rodian,Alliance to Restore the Republic,Male,,,Green,,,,,
Miktrull,,Zeffonian,,,They/them,,,Zeffo,By 14 BBY,,,
Mila,,Human,,Female,She/her,,,,,,,
Milan Stor,,Human,Path of the Open Hand,,,,,,,,,
Mileva,,Siniteen,,,,,,,,,,Terrestrial
Mill Alibeth,,Zabrak,Jedi Order,Female,She/her,Black,Tan,,,,Brown,
Miller Worlens,,Human,Resistance,,,Brown,Light,,,,,
Millius Prime,,Diathim,Confederacy of Independent Systems,,,,,,,,,
Milo Graf,,Human,,Male,,Brown,Light,,,,Dark,
Milok,,Crulkon,,Female,She/her,Purple,Red,Turrak,,,Black,
Milon Lenwith,,Human,Sith Eternal,,,Dark,,,"35 ABY,",,Brown,
Milton Putna,,Human,Galactic Empire,Male,,,,,,,,
Mimban,,Greenie,Galactic Empire,,,,,,,,,
Mimott,,Garwian,Garwian Unity,Female,She/her,,,,,,,
Min Sakul,,Human,Resistance,Female,,Black,Light,,,,,
Mina Bonteri,,Human (Onderonian),House Bonteri,Female,She/her,"Brown, graying",Light,Onderon,21 BBY,,Gray,
Minah Teso,,Human,,,,Brown,Light,,,,Brown,
Minakatso,,Humanoid,Brotherhood of the Ninth Door,Male,He/him,Grey,Light,,,,,
Minas Velti,,Human,Jedi Order,Female,She/her,Black,Tan,Coruscant,"19 BBY, Coruscant",,Brown,
Mindak,,Human,Galactic Empire,Male,,Brown,Fair,,"During the Iron Blockade, on Hoth",,Brown,
Mindiz,,Human,,Female,,Pink,Tan,Lothal,,,Green,
Mindoku,,Human,Brotherhood of the Ninth Door,Male,He/him,,,,,,Blue,
Minfar,,Zixon,,,,,,,,,,Terrestrial
Minn,,Devaronian,Canto Casino and Racetrack,Female,,,,,,,,
Minn's mother,,Devaronian,Canto Casino and Racetrack,Female,,,,,,,,
Miow Joon,,Alien,Lomi Usqi Noodle Shop,,He/him,,Gray,,,,,
Mira (Cianap),,A species,,,,,,Cianap,,,,
Mira (Ena),,Enami,,Female,She/her,,,Ena,,,,
Mira (Zabrak),,Zabrak (Iridonian),,Female,She/her,Black,Tan (with gold tattoos),Iridonia,,,Brown,
Mira Bridger,,Human (Lothalite),,Female,She/her,,Copper,Lothal,3 BBY,,Purple,
Mira's father,,Zabrak (Iridonian),,Male,,,Orange,,,,Brown,
Mirack,,Nephran,Grox's pirate crew,Male,,,,,,,,
Miraj Scintel,,Zygerrian,Zygerrian Slave Empire,Female,She/her,Reddish-brown,Tan,Zygerria,"20 BBY,",,Gold,
Miramir,,Human,,Female,She/her,Blonde,Light,Hyperkarn,"21 ABY, Bestoon Legacy, Jakku system",,Brown,
Mire Terror,,Mogu,,,,Brown,Gray,Koboh,"9 BBY, Koboh",,Black,
Mirienna,,Human,Partisans,Female,She/her,Black,Dark,Zeffo,,,Brown,
Miril,,Chadra-Fan,Ascendant,Female,She/her,Brown,Light brown,,"Centuries before 4 ABY, Bar'leth",,Dark,
Mirim Kess,,Kel Dor,Galactic Republic,,He/him,,Orange,,"4 ABY, Kewwil",,,
Mirro Lox,,Human,Jedi Order,Male,He/him,Black,Light brown,,"228 BBY, Angoth",,,
Miru Nadrinakar,,Human,Corellian Resistance,Female,,,,,,,,
Miru Nadrinakar's father,,Human,,Male,,,,,,,,
Miré,,Human (Naboo),Royal House of Naboo,Female,,,,Naboo,,,,
Misha Vontoba,,Female,,,She/her,,,,,,,
Misi,,Human,,Male,He/him,,,,,,,
Misook,,Human,,Male,He/him,Dark,Brown,,,,,
Misty,,Human,Galactic Empire,,,,,,,,,
Mithel,,Human,Galactic Empire,,,,,,"0 BBY,",,,
Mitth'ali'astov,,Chiss,Chiss Ascendancy,Female,She/her,,,Colonial Station Camco,,,,
Mitth'ali'astov's original family,,Chiss,Chiss Ascendancy,,,,,,,,,
Mitth'iv'iklo,,Chiss,Chiss Ascendancy,Male,He/him,,,,,,,
Mitth'omo'rossodo,,Chiss,Chiss Ascendancy,Female,She/her,,Blue,,,,Red,
Mitth'omo'rossodo's son,,Chiss,Chiss Ascendancy,Male,,,,,Centuries after 5019 BBY,,,
Mitth'oor'akiord,,Chiss,Chiss Ascendancy,Male,He/him,,Pale,,c. 18 BBY,,,
Mitth'ras'safis,,Chiss,Chiss Ascendancy,Male,He/him,Black,Blue,,"By 19 BBY, a Lesser Space starship",,Red,
Mitth'ras'safis's father,,Chiss,A minor Chiss family,Male,He/him,,,,Sometime before 18 BBY,,,
Mitth'ras'safis's mother,,Chiss,A minor Chiss family,Female,She/her,,,,,,,
Mitth'raw'nuruodo,,Chiss,Chiss Ascendancy,Male,He/him,Blue-black,Blue,Rentor,,,Red,
Mitth'urf'ianico,,Chiss,Chiss Ascendancy,Male,He/him,,,,,,,
Mitth'ykl'omi,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
Mittik,,Katikoot,Grand Council,Female,She/her,,,Aubadas,,,,
Mitzy,,Hutt,,,She/her,,,,,,,
Miwy Joy,,Twi'lek,Twi'lek Resistance,,,,,Ryloth,"22 BBY,",,,
Mixer,,Human (clone),Galactic Republic,Male,,,Tan,Kamino,"21 BBY, Coronet",,,
Mixie,,Rib-cat,,,,Brown,,Nar Shaddaa,,,Gold,
Mixx,,Human (clone),Galactic Republic,,,,Tan,Kamino,"19 BBY,",,,
Mizel Pomdak,,Human,Phoenix Cell,Male,,Red,Light,,,,Green,
Mizel Pomdak's father,,Human,,Male,,,,,,,,
MM-0228,,Human,First Order,Female,,,,,,,,
Moda Maxa,,Human,Maxa sisters,Female,,,,Eshan,"10 BBY,",,,
Moden Canady,,Human,Galactic Empire,Male,He/him,Orange,Light,,"34 ABY,",,Blue,
Moebin Faltus,,Togruta,,Male,,,Orange (with white markings and purple stripes),,,,Black,
Mog Adana,,Human,Jedi Order,,He/him,Blond,Pale,,,,Blue,
Moggee,,A sentient species,Gatto Gang,,,,"Pink, blueish",,,,Yellow,
Moghra,,Hutt,Moghra's criminal cartel,Male,,,,,,,,
Mok Shaiz,,Ithorian,Pyke Syndicate,Male,He/him,,Light brown,Tatooine,"9 ABY, Tatooine",,Dark green,
Mok Shaiz's majordomo,,Twi'lek,Fett gotra (reluctantly),Male,,,Orange,Tatooine,,,Brown,
Molly,,Rib-cat,,,,Brown and tan,,Nar Shaddaa,,,Black,
Molo,,Human,,Male,,,,,,,,
Moloch,,Grindalid,White Worms,Male,He/him,,White,Corellia,,,,
Moloste,,Ugnaught,Lonaste's clan,Female,,,,,,,,
Momaw Nadon,,Ithorian,Alliance to Restore the Republic,Male,,,Brown,Ithor,,,Brown,
Mon Cala,,Mon Calamari,Galactic Republic,,,,,,,,,
Mon Calamari system,,Mon Calamari,Galactic Republic,,,,,,,,,
Mon Mothma,,Human (Chandrilan),Galactic Republic,Female,She/her,Auburn,Light,Chandrila,,,Pale blue-green,
Monda,,Sullustan,Crimson Dawn,,She/her,,Light,,,,Black,
Monigallgh,,Kubaz,,Female,,,,,,,,
