,from,where,text,movie_num,text_processed,trilogy,name,species,affiliation,gender,pronouns,hair,skin,homeworld,death,height,eyes,class,mass,apprentices,birth,families,parents,matched_name,community
2352,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","You're just in time for dinner. I hope you're hungry, Anakin.",2,youre just in time for dinner i hope youre hungry anakin,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2353,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","(to Padme) Honey, it's so good to see you safe. We were so worried.",2,to padme honey its so good to see you safe we were so worried,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2354,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","I know, I know... but I had to say it. Now it's done.",2,i know i know but i had to say it now its done,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2355,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","A bodyguard?! Oh, Padme! They didn't tell us it was that serious!",2,a bodyguard oh padme they didnt tell us it was that serious,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2356,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","Honey, when are you going to settle down? Haven't you had enough of that life? I certainly have!",2,honey when are you going to settle down havent you had enough of that life i certainly have,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2357,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON",Sola's just concerned... we all are.,2,solas just concerned we all are,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2358,jobal,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","You've done your service, PADME. It's time you had a life of your own. You're missing so much!",2,youve done your service padme its time you had a life of your own youre missing so much,1,jobal naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Brown,,,,,Naberrie family,,jobal,5.0
2359,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Did you call for assistance?,2,did you call for assistance,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2360,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","He has a powerful face, doesn't he? He was one of the most brilliant Jedi I have had the privilege of knowing.",2,he has a powerful face doesnt he he was one of the most brilliant jedi i have had the privilege of knowing,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2361,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",The Lost Twenty... and COUNT DOKU was the most recent and the most painful. No one likes to talk about it. His leaving was a great loss to the Order.,2,the lost twenty and count doku was the most recent and the most painful no one likes to talk about it his leaving was a great loss to the order,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2362,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","Well, one might say, he was always a bit out of step with the decisions of the Council... much like your old Master, Qui-Gon Jinn.",2,well one might say he was always a bit out of step with the decisions of the council much like your old master quigon jinn,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2363,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","Oh, yes. They were alike in many ways. Very individual thinkers... idealists...",2,oh yes they were alike in many ways very individual thinkers idealists,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2364,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","He was always striving to become a more powerful Jedi. He wanted to be the best. With a lightsaber, in the old style of fencing, he had no match. His knowledge of the Force was... unique. In the end, I think he left because he lost faith in the Republic. He believed that politics were corrupt, and he felt the Jedi betrayed themselves by serving the politicians. He always had very high expectations of government. He disappeared for nine or ten years, then he just showed up recently as the head of the separatist movement.",2,he was always striving to become a more powerful jedi he wanted to be the best with a lightsaber in the old style of fencing he had no match his knowledge of the force was unique in the end i think he left because he lost faith in the republic he believed that politics were corrupt and he felt the jedi betrayed themselves by serving the politicians he always had very high expectations of government he disappeared for nine or ten years then he just showed up recently as the head of the separatist movement,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2365,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","Well, I'm sure you didn't call me over here for a history lesson. Are you having a problem, Master Kenobi?",2,well im sure you didnt call me over here for a history lesson are you having a problem master kenobi,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2366,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Kamino? It's not a system I'M familiar with... Let me see...,2,kamino its not a system im familiar with let me see,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2367,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Are you sure you have the right co-ordinates?,2,are you sure you have the right coordinates,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2368,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",No co-ordinates? It sounds like the kind of directions you'd get from a street tout... some old miner or Furbog trader.,2,no coordinates it sounds like the kind of directions youd get from a street tout some old miner or furbog trader,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2369,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Are you sure it exists?,2,are you sure it exists,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2370,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Let me do a gravitational scan.,2,let me do a gravitational scan,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2371,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",There are some inconsistencies here. Maybe the planet you're looking for was destroyed.,2,there are some inconsistencies here maybe the planet youre looking for was destroyed,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2372,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","It ought to be. Unless it was very recent. (shakes her head) I hate to say it, but it looks like the system you're searching for doesn't exist.",2,it ought to be unless it was very recent shakes her head i hate to say it but it looks like the system youre searching for doesnt exist,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2373,jocasta nu,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY","The archives are comprehensive and totally secure, my young Jedi. One thing you may be absolutely sure of - if an item does not appear in our records, it does not exist!",2,the archives are comprehensive and totally secure my young jedi one thing you may be absolutely sure of  if an item does not appear in our records it does not exist,1,jocasta nu,Human,Jedi Order,Female,She/her,White,Light,Coruscant,"19 BBY, Coruscant","1.69 meters (5 ft, 7 in)",Blue,,,,,,,jocasta nu,5.0
2374,ki-adi,INT. TEMPLE OF THE JEDI - COUNCIL CHAMBERS - DAY,Impossible! The Sith have been extinct for a millenium.,1,impossible the sith have been extinct for a millenium,1,,,,,,,,,,,,,,,,,,,
2375,ki-adi,INT. TEMPLE OF THE JEDI - COUNCIL CHAMBERS - DAY,I sense he will reveal himself again.,1,i sense he will reveal himself again,1,,,,,,,,,,,,,,,,,,,
2376,ki-adi,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,Your thoughts dwell on your mother.,1,your thoughts dwell on your mother,1,,,,,,,,,,,,,,,,,,,
2377,ki-adi,INT. TEMPLE OF THE JEDI - COUNCIL CHAMBERS - TWILIGHT,The Force is strong with him.,1,the force is strong with him,1,,,,,,,,,,,,,,,,,,,
2378,ki-adi,INT. TEMPLE OF THE JEDI - COUNCIL CHAMBERS - TWILIGHT,And draw out the queen's attacker.,1,and draw out the queens attacker,1,,,,,,,,,,,,,,,,,,,
2379,ki-adi-mundi,INT. CHANCELLOR'S OFFICE - DAY,"He is a political idealist, not a murderer.",2,he is a political idealist not a murderer,1,,,,,,,,,,,,,,,,,,,
2380,ki-adi-mundi,"INT. COMMAND FEDERATION STARSHIP, CONTROL BRIDGE - DAY",The system's off but they're still active. That's a new feature. They are independent of the control system.,2,the systems off but theyre still active thats a new feature they are independent of the control system,1,,,,,,,,,,,,,,,,,,,
2381,kitster,EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY,"Wow, a real Astro Droid how'd you get so lucky?",1,wow a real astro droid howd you get so lucky,1,kitster banai,Human,,Male,He/him,Black,Tan,Tatooine,,1.24 meters,Brown,,,,c. 41 BBY,,,kitster,5.0
2382,kitster,EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY,What? With this?,1,what with this,1,kitster banai,Human,,Male,He/him,Black,Tan,Tatooine,,1.24 meters,Brown,,,,c. 41 BBY,,,kitster,5.0
2383,kitster,EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY,But you don't even know if this thing will run.,1,but you dont even know if this thing will run,1,kitster banai,Human,,Male,He/him,Black,Tan,Tatooine,,1.24 meters,Brown,,,,c. 41 BBY,,,kitster,5.0
2384,kitster,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,"This is so wizard! I'm sure you'll do it this time, Annie.",1,this is so wizard im sure youll do it this time annie,1,kitster banai,Human,,Male,He/him,Black,Tan,Tatooine,,1.24 meters,Brown,,,,c. 41 BBY,,,kitster,5.0
2385,kitster,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,"Finish the race, of course!",1,finish the race of course,1,kitster banai,Human,,Male,He/him,Black,Tan,Tatooine,,1.24 meters,Brown,,,,c. 41 BBY,,,kitster,5.0
2386,kl-adi-mundi,83 INT. CORUSCANT-JEDI TEMPLE-COUNCIL CHAMBERS-DAY,"We have surveyed all systems in the Republic, and have found no sign of General Grievous.",3,we have surveyed all systems in the republic and have found no sign of general grievous,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2387,kl-adi-mundi,83 INT. CORUSCANT-JEDI TEMPLE-COUNCIL CHAMBERS-DAY,What about the droid attack on the WOOKIES?,3,what about the droid attack on the wookies,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2388,kl-adi-mundi,90 INT. KASHYYYK-HOLOGRAM AREA-DAY,(holo) Palpatine thinks General Grievous is on Utapau. We have had no reports of this from our agents.,3,holo palpatine thinks general grievous is on utapau we have had no reports of this from our agents,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2389,kl-adi-mundi,90 INT. KASHYYYK-HOLOGRAM AREA-DAY,"Yes, this decision is ours to make.",3,yes this decision is ours to make,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2390,kl-adi-mundi,90 INT. KASHYYYK-HOLOGRAM AREA-DAY,I concur. Master Kenobi should go.,3,i concur master kenobi should go,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2391,kl-adi-mundi,117 INT. CORUSCANT-JEDI WAR ROOM-EARLY EVENING,"If he does not give up his emergency powers after the destruction of Grievous, then he should be removed from office.",3,if he does not give up his emergency powers after the destruction of grievous then he should be removed from office,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2392,kl-adi-mundi,117 INT. CORUSCANT-JEDI WAR ROOM-EARLY EVENING,... and replace the Congress with Senators who are not filled with greed and corruption.,3, and replace the congress with senators who are not filled with greed and corruption,1,ki-adi-mundi,Cerean,Jedi Order,Male,He/him,"Brown,",Light,Cerea,"19 BBY, Mygeeto","1.98 meters (6 ft, 6 in)",Yellow,,,,,,,kl-adi-mundi,0.0
2393,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY",Please...,2,please,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2394,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY",I trust you are going to enjoy your stay. We are most happy you have arrived at the best part of the season.,2,i trust you are going to enjoy your stay we are most happy you have arrived at the best part of the season,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2395,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY","And now to business. You will be delighted to hear we are on schedule. Two hundred thousand units are ready, with another million well on the way.",2,and now to business you will be delighted to hear we are on schedule two hundred thousand units are ready with another million well on the way,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2396,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY","Please tell your Master Sido-Dyas that we have every confidence his order will be met on time and in full. He is well, I hope?",2,please tell your master sidodyas that we have every confidence his order will be met on time and in full he is well i hope,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2397,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY","Jedi Master Sifo-Dyas. He's still a leading member of the Jedi Council, is he not?",2,jedi master sifodyas hes still a leading member of the jedi council is he not,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2398,lama su,"INT. TIPOCA CITY, PRIME MINISTER OFFICE - DAY",(rising) You must be anxious to inspect the units for yourself.,2,rising you must be anxious to inspect the units for yourself,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2399,lama su,"EXT. TIPOCA CITY, PARADE GROUND (RAINSTORM) - DAY","(beaming) Magnificent, aren't they?",2,beaming magnificent arent they,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2400,lama su,"INT. TIPOCA CITY, CLONE CENTER, COMMINSSARY - DAY","We modified their genetic structure to make them less independent than the original host. As a result they are totally obedient, taking any order without question.",2,we modified their genetic structure to make them less independent than the original host as a result they are totally obedient taking any order without question,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2401,lama su,"INT. TIPOCA CITY, CLONE CENTER, COMMINSSARY - DAY","A bounty hunter called Jango Fett. We felt a Jedi would be the perfect choice, but Sido-Dyas hand- picked Jango Fett himself.",2,a bounty hunter called jango fett we felt a jedi would be the perfect choice but sidodyas hand picked jango fett himself,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2402,lama su,"INT. TIPOCA CITY, CLONE CENTER, COMMINSSARY - DAY","Oh, we keep him here. After a few hundred thousand clones, the genetic pattern starts to fade, so we take a fresh supply. He lives here, but he's free to come and go as he pleases.",2,oh we keep him here after a few hundred thousand clones the genetic pattern starts to fade so we take a fresh supply he lives here but hes free to come and go as he pleases,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2403,lama su,"INT. TIPOCA CITY, CLONE CENTER, BARRACKS - DAY","Apart from his pay, which is considerable, Fett demanded only one thing - an unaltered clone for himself. Curious isn't it?",2,apart from his pay which is considerable fett demanded only one thing  an unaltered clone for himself curious isnt it,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2404,lama su,"INT. TIPOCA CITY, CLONE CENTER, BARRACKS - DAY",Pure genetic replication. No tampering with the structure to make it more docile... and no growth acceleration...,2,pure genetic replication no tampering with the structure to make it more docile and no growth acceleration,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2405,lama su,"INT. TIPOCA CITY, CLONE CENTER, CLASSROOM - DAY","Oh yes, it's essential. Otherwise, a mature clone would take a lifetime to grow. Now, we can do it in half the time. Those items you saw on the parade ground were started ten years ago, when Sido-dyas first placed the order, and they're already mature...",2,oh yes its essential otherwise a mature clone would take a lifetime to grow now we can do it in half the time those items you saw on the parade ground were started ten years ago when sidodyas first placed the order and theyre already mature,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2406,lama su,"INT. TIPOCA CITY, CLONE CENTER, CLASSROOM - DAY",About five years ago.,2,about five years ago,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2407,lama su,"INT. TIPOCA CITY, CLONE CENTER, HATCHERY - DAY","They're immensely superior to droids, capable of independent thought and action.",2,theyre immensely superior to droids capable of independent thought and action,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2408,lama su,"INT. TIPOCA CITY, CLONE CENTER, HATCHERY - DAY",I'd hoped you would be pleased.,2,id hoped you would be pleased,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2409,lama su,"INT. TIPOCA CITY, CLONE CENTER, HATCHERY - DAY",Himself? Of course not. This army is for the Republic?,2,himself of course not this army is for the republic,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2410,lama su,"INT. TIPOCA CITY, CLONE CENTER, HATCHERY - DAY",We are also very much agasint this Count Dooku and his seccessionist movement. We are proud to be of help to the Republic.,2,we are also very much agasint this count dooku and his seccessionist movement we are proud to be of help to the republic,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2411,lama su,"INT. TIPOCA CITY, CORRIDOR - DAY","Tell your Council the first battalions are ready. And remind them that if they need more troops, we will need time to grow them.",2,tell your council the first battalions are ready and remind them that if they need more troops we will need time to grow them,1,lama su,Kaminoan,Ruling Council,Male,He/him,none,White,Kamino,,"2.29 meters (7 ft, 6 in)",Black with white irises,,,,,,,lama su,5.0
2412,lando,EXT. CLOUD CITY - LANDING PLATFORM,"Why, you slimy, double-crossing, no-good swindler! You've got a lot of guts coming here, after what you pulled.",5,why you slimy doublecrossing nogood swindler youve got a lot of guts coming here after what you pulled,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2413,lando,EXT. CLOUD CITY - LANDING PLATFORM,"(laughs) How you doing, you old pirate? So good to see you! I never thought I'd catch up with you again. Where you been?",5,laughs how you doing you old pirate so good to see you i never thought id catch up with you again where you been,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2414,lando,EXT. CLOUD CITY - LANDING PLATFORM,What are you doing here?,5,what are you doing here,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2415,lando,EXT. CLOUD CITY - LANDING PLATFORM,(in mock panic) What have you done to my ship?,5,in mock panic what have you done to my ship,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2416,lando,EXT. CLOUD CITY - LANDING PLATFORM,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm the administrator of this facility. And who might you be?,5,hello what have we here welcome im lando calrissian im the administrator of this facility and who might you be,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2417,lando,EXT. CLOUD CITY - LANDING PLATFORM,"Welcome, Leia.",5,welcome leia,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2418,lando,EXT. CLOUD CITY - LANDING PLATFORM,What's wrong with the Falcon?,5,whats wrong with the falcon,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2419,lando,EXT. CLOUD CITY - LANDING PLATFORM,I'll get my people to work on it.,5,ill get my people to work on it,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2420,lando,EXT. CLOUD CITY - LANDING PLATFORM,"You know, that ship saved my life quite a few times. She's the fastest hunk of junk in the galaxy.",5,you know that ship saved my life quite a few times shes the fastest hunk of junk in the galaxy,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2421,lando,INT. CLOUD CITY - CORRIDOR,"Oh, not as well as I'd like. We're a small outpost and not very self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... (catches Han grinning at him) What's so funny?",5,oh not as well as id like were a small outpost and not very selfsufficient and ive had supply problems of every kind ive had labor difficulties catches han grinning at him whats so funny,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2422,lando,INT. CLOUD CITY - CORRIDOR,"You know, seeing you sure brings back a few things.",5,you know seeing you sure brings back a few things,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2423,lando,INT. CLOUD CITY - CORRIDOR,(shakes his head) Yeah. I'm responsible these days. It's the price you pay for being successful.,5,shakes his head yeah im responsible these days its the price you pay for being successful,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2424,lando,INT. CLOUD CITY - LIVING QUARTERS - DAY,I'm sorry. Am I interrupting anything?,5,im sorry am i interrupting anything,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2425,lando,INT. CLOUD CITY - LIVING QUARTERS - DAY,You look absolutely beautiful. You truly belong here with us among the clouds.,5,you look absolutely beautiful you truly belong here with us among the clouds,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2426,lando,INT. CLOUD CITY - LIVING QUARTERS - DAY,Will you join me for a little refreshment?,5,will you join me for a little refreshment,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2427,lando,INT. CLOUD CITY - LIVING QUARTERS - DAY,"Everyone's invited, of course.",5,everyones invited of course,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2428,lando,INT. CLOUD CITY - LIVING QUARTERS - DAY,Having trouble with you droid?,5,having trouble with you droid,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2429,lando,INT. CLOUD CITY - CORRIDOR - DAY,"So you see, since we're a small operation, we don't fall into the... uh... jurisdiction of the Empire.",5,so you see since were a small operation we dont fall into the uh jurisdiction of the empire,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2430,lando,INT. CLOUD CITY - CORRIDOR - DAY,"No, not actually. Our operation is small enough not to be noticed... which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",5,no not actually our operation is small enough not to be noticed which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2431,lando,INT. CLOUD CITY - CORRIDOR - DAY,That's always been a danger looming like a shadow over everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,5,thats always been a danger looming like a shadow over everything weve built here but things have developed that will insure security ive just made a deal that will keep the empire out of here forever,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2432,lando,INT. CLOUD CITY - DINING ROOM,I had no choice. They arrived right before you did. I'm sorry.,5,i had no choice they arrived right before you did im sorry,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2433,lando,INT. CLOUD CITY - HOLDING CHAMBER,Lord Vader.,5,lord vader,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2434,lando,INT. CLOUD CITY - HOLDING CHAMBER,"Lord Vader, what about Leia and the Wookiee?",5,lord vader what about leia and the wookiee,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2435,lando,INT. CLOUD CITY - HOLDING CHAMBER,"That was never a condition of our agreement, nor was giving Han to this bounty hunter!",5,that was never a condition of our agreement nor was giving han to this bounty hunter,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2436,lando,INT. CLOUD CITY - HOLDING CHAMBER,No.,5,no,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
2437,lando,INT. CLOUD CITY - HOLDING CHAMBER,This deal's getting worse all the time.,5,this deals getting worse all the time,2,lando calrissian's puffer pig,Puffer pig,,Female,,,Tan,,,,Blue,,,,,,,lando,2.0
