name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
cratinus,,Ubdurian,,Male,,,Yellow,,,,,
craykan,,Dyplotid,Tech Masters,Male,,Gray,,,,,Tan,
creethe,,Abyssin,,,,,,,"82 BBY,",,,
creighton sun,,Human,Jedi Order,Male,He/him,"Dark, later graying",Light,,By 229 BBY,,Dark-brown,
cremp,,Human,Galactic Empire,Female,,Brown,Tan,,,,,
crest,,Human (clone),Galactic Republic,Male,He/him,,,Kamino,,,,
crev bombaasa,,Human,,,He/him,Brown,Fair,,,,Brown,
crez lorell,,Human,,Male,,Black,Tan,,,,,
criakan,,Mustafarian (Southern Mustafarian),,Male,,,Gray,Mustafar,"Before the fact-finding mission to the Outer Rim, Mustafar",,Yellow,
cribiriz idollax,,Culisetto,,Male,He/him,Black,Pink and yellow,,"3 ABY, Nar Shaddaa",,Red,
criden valdas,,Human,Galactic Empire,Male,,Gray,Light,,"1 BBY,",,Green,
crimson jack,,Human,Crimson Jack's crew,Male,He/him,Red,Light,,,,Blue,
crimson pavane,,Fathier,,Male,,,,,,,,
crix madine,,Human (Corellian),Galactic Empire,Male,He/him,"Reddish blond,",Fair,Corellia,"5 ABY,",,Blue,
crob vel,,Gamorrean,,Male,,,Green,,,,,
croce,,Crocin,,,,,,,,,,Terrestrial
crodit,,Dwuni,,Male,,,Orange,,,,Black,
crofyp,,Kilji,Kilji Illumine,,He/him,,,,"18 BBY, Anvil, Rapacc system",,,
crokind shand,,Human,Kanjiklub,Male,He/him,Black,Tanned,Nar Kanji,"34 ABY, Eravana",,,
crosshair,,Human (clone),Galactic Republic,Male,He/him,Gray,Tan,Kamino,,,Brown,
crost,,Twi'lek,Free Ryloth Movement,Male,,,,Ryloth,"14 BBY, Ryloth",,,
crukibolt nart adeen,,Shani,,Female,She/her,,Light green (with silver lines),,,,,
crundo dei-shax,,Weequay,,,,,Light,,,,Blue,
crusher hagop,,Humanoid,Haxion Brood,,,,Light,,14 BBY,,,
crys,,Human (clone),Galactic Republic,Male,He/him,Yellow,Tan,Kamino,,,Brown,
cs-227,,Human,First Order,Male,,,,,,,,
cs-515,,Human,First Order,Male,He/him,Black,Tan,,,,Brown,
cs-812,,Human,First Order,,,,,,,,,
cs-9147,,Human,First Order,,,,,Otomok system,"35 ABY,",,,
csap family,,Chiss,Chiss Ascendancy,,,,,,,,,
csap'ro'strob,,Chiss,Chiss Ascendancy,Male,,,,,,,,
csilla,,Chiss,Chiss Ascendancy,,,,,,,,,Terrestrial
csilla system,,Chiss,Chiss Ascendancy,,,,,,,,,
ct-1477,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,,,Brown,
ct-27-3555,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,,,Brown,
ct-327,,Human (clone),Galactic Republic,Male,He/him,,Tan,Kamino,"22 BBY,",,Brown,
ct-3278,,Human (clone),Galactic Empire,,He/him,,,Kamino,,,,
ct-380,,Human (clone),,,,,Tan,Kamino,,,,
ct-66-3232,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,,,Brown,
ct-66-3233,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,,,Brown,
ct-66-3238,,Human (clone),Galactic Republic,Male,He/him,Black,Tan,Kamino,,,Brown,
ct-66-3339,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,,,Brown,
ct-8508,,Human (clone),Galactic Republic,Male,,,Tan,Kamino,"c. 19 BBY, Bracca",,,
ct-8801,,Human (clone),Galactic Republic,,He/him,,Tan,Kamino,,,,
ct2,,Human (clone),Galactic Republic,Male,,Brown,Tan,Kamino,,,Brown,
cthallops,,Alien,,,He/him,,Green,,,,Green,
cuata,,Pantoran,Galactic Empire,Male,He/him,,Blue,,,,,
cuhoon,,Fluggrian,,Male,He/him,,,,,,,
culper,,Human,Galactic Empire,Female,,White,Light,,,,Blue,
cumberlayne aresko,,Human (Lothalite),Galactic Empire,Male,He/him,Black,Pale,Lothal,"4 BBY, Lothal",,Blue,
currahee,,Human,Galactic Empire,Female,,Gray,,,,,Black,
curtis,,Shistavanen,,Male,,,,,,,Yellow,
cut lawquane,,Human (clone),Galactic Republic,Male,He/him,Reddish-brown,Tan,Kamino,,,Brown,
cutter poole,,Human,Alliance to Restore the Republic,Male,,Brown,Light,,"4 ABY, Malastare",,Blue,
cutup,,Human (clone),Galactic Republic,Male,He/him,Black,Tan,Kamino,"22 BBY,",,Brown,
cx-1,,Human (clone),Galactic Empire,,He/him,Black,Tan,Kamino,"c. 18 BBY,",,,
cx-2,,Human (clone),Galactic Empire,,He/him,,,Kamino,"c. 18 BBY,",,,
cycyed ock,,Keredian,Partisans,Male,,,Yellow,,,,,
cylo,,Humanoid,Galactic Empire,Male,,Gray,"Mostly light, with green Rodian scales above his right eye",,"By 0 BBY,",,Left yellow; right black,
cymoon 1,,A species,Galactic Empire,,,,,,,,,
cyn,,Humanoid,,Male,,Dark,,,By 4 ABY,,Red (Left cybernetic eye),
cynra basho,,Twi'lek (Rutian),Cynra Basho's fabric shop,,,,Blue,,,,Purple,
cypress,,Human,Resistance,Male,,Grey,Fair,,,,Brown,
cyrus vuundir,,An unidentified humanoid species,Taborr's gang,Male,He/him,Purple,Pink,Vuundalla,,,Magenta,
cyslin myr,,Mirialan,Jedi Order,,She/her,Black,Green (with black tattoos),,,,Purple,
cz-1076,,Human,First Order,,,,,,,,,
czerialus,,Czerialan,Galactic Empire,,,,,,,,,
d'koetaa,,Wookiee,,,,Bronze,,,,,,
d'lina,,Fosh,,Female,,Purple,,,,,Black,
d'lylaa,,Wookiee,,,,Light brown,,,,,,
d'urban wen-hurd,,Tholothian,Jedi Order,,She/her,,,,,,,
dacna,,A green-skinned species,,,,Black,Green,,,,Black,
dade hetkins,,Human,New Republic,Male,He/him,,,,,,,
daen nark,,Zabrak,Blacklip Pirates,Female,,,,,,,,
dafne vuundir,,Unidentified Species,,Female,,White,Pink,Vuundalla,,,Magenta,
dagan gera,,Arkanian Offshoot,Jedi Order,Male,He/him,Silver-gray,White,,"9 BBY,",,Blue,
dagio belcoze,,Iktotchi,Galactic Republic,Male,,,,,,,,
dagonet,,Human,Galactic Republic,Male,He/him,Grey,Light,Wayyl,,,Blue,
dagra van,,Mirialan,,Female,,Black,Pink,,,,Dark,
dahara devirsivik norri,,Hutt,Hutt Clan,Female,She/her,,Orange and green,,,,Orange,
dahna,,Twi'lek,Partisans,Female,She/her,,Teal,,"0 ABY, Jeosyn",,Purple,
daho sejan,,Pau'an,Galactic Empire,Male,He/him,,Gray (with red markings),Utapau,"9 BBY,",,Black,
dai danu,,Sullustan,SoroSuub Corporation,Male,He/him,,,,,,,
daine jir,,Human,Galactic Empire,Male,,Brown,Light,,,,,
dainty-ears,,Fathier,,Male,,Brown,,,,,Black,
dajo koda,,Dug,Partisans,,,,,,,,,
dak ralter,,Human,Alliance to Restore the Republic,Male,He/him,Brown,Light,Kalist VI,"3 ABY, Hoth",,Green,
daka,,Zabrak (Dathomirian),Nightsisters,Female,She/her,White (with red streaks),White (with purple tattoos),Dathomir,"20 BBY,",,Silver,
dakhmi,,Omwati,4040s,,,,,,,,,
dal azim,,Human,Jedi Order,,He/him,,,,,,,
dalla suul,,Human (Corellian),,Male,,,,Corellia,,,,
dalné,,Human (Naboo),Royal House of Naboo,Female,She/her,Dark,,Naboo,,,,
dalven kyrell,,Human,Second-wave,Male,He/him,,,Jelucan,,,,
damar olin,,Human,Ana Tolla's crew,Male,He/him,Blue (dyed),,,,,Gray,
damaris viell,,Human,Jabba's criminal empire,Female,She/her,Dark,,,,,Copper,
damici stalado,,Human,,,She/her,,Dark,,,,Brown,
damono deomaley,,Humanoid,,Male,,Blond,Fair,,,,Green,
damor gregon,,Human,,,He/him,,,,,,,
dams denna,,Human (Naboo),,,,Brown,,Naboo,,,Light,
dana (human),,Human,,,She/her,Black,Light,,,,,
danbit brun,,Human,Galactic Empire,Male,,Gray,Fair,,"1 BBY,",,,
daneska varbarós,,Human (Naboo),Royal House of Naboo,Female,She/her,Various,Dark,Naboo,,,,
dani gammill,,Zeltron,,,,Pink,Pink,,,,,
danith nodar,,Human,Galactic Empire,Female,,,Fair,,,,Blue,
danjef,,Human,,Male,He/him,,,,,,,
danka orsato,,Mon Calamari,,,She/her,,Mottled brown and white,Mon Cala,,,Green,
dann,,Human,,Male,He/him,,,Akiva,,,,
dannl faytonni,,Human,,Male,,Gray,Light,Corellia,,,Blue,
danry ledwellow,,Er'Kit,Galactic Republic,Male,,,,Er'Kit,,,,
dante,,Caphex,Jedi Order,Male,He/him,Red,Gray,,"19 BBY, Nur",,Brown (with black sclera),
dantum roohd,,Human,Galactic Republic,Male,,Black,Light,,,,Brown,
danz borin,,Human,,,,Brown,Light,,,,,
danzik,,Danzikan,,,,,,,,,,Terrestrial
dao,,Human,Galactic Republic,,He/him,Brown,Light,,"22 BBY,",,Brown,
dapp,,Human,Trade Spine League,Male,,White,Fair,,"During the Iron Blockade, Burnin Konn",,,
daq dragus,,Human,Hunters of the Outer Rim,,He/him,Black (graying),Tan,,,,Black,
daqu,,Human,,,,Brown,Light,,,,Brown,
dar,,Trandoshan,Garnac's hunting guild,Male,He/him,,Yellow,Trandosha,"20 BBY,",,Yellow,
dar champion,,Human,,Male,He/him,Blue,Light,Lanz Carpo,,,Brown,
dar champion's father,,Human,Galactic Empire,Male,,,,,,,,
dar wac,,Rodian,Galactic Republic,,,,Green,,,,Black,
dar'en,,Lupr'or,,Female,,,,Luprora,,,,
dara vish,,Human,Sorgan Common House,Female,She/her,Black,Fair,Sorgan,,,Hazel,
darbus mizz,,Human,Bespin Wing Guard,Male,,,,,,,,
darbus mizz's brother,,Human,,Male,,,,,"3 ABY, Cloud City, Bespin",,,
dardama,,Twi'lek,,Female,,,,,,,,
dardin shull,,Human,,Male,,,,,,,,
daren,,Human,Ferren Barr's disciples,Male,,"Brown, later white",Light,,"18 BBY, Mon Cala",,Brown,
dario,,Nefrian,Refnu Corporation,Male,,,,Refnu,,,,
darita (lieutenant),,Human,Galactic Empire,Female,,,,,"5 ABY, Jakku",,,
darja,,Human,,Female,She/her,White,Light,,,,Blue,
dark five (pilot),,Human,Galactic Empire,Male,,,,,,,,
dark four (pilot),,Human,Galactic Empire,,,,,,"Between 3 ABY and 4 ABY, outside the Eriadu system",,,
dark three (pilot),,Human,Galactic Empire,,,,,,"Between 3 ABY and 4 ABY, outside the Eriadu system",,,
darkiss,,Enami,,Female,She/her,,,Ena,,,,
darl,,Nikto,Marl's Good Enough Eats,Female,She/her,,Orange,Palagosal,,,,
daro (jedi),,Human,Jedi Order,,,,,,,,,
darpik,,Mon Calamari,Alliance to Restore the Republic,Female,She/her,,Pale,,,,,
darrb,,Gabdorin,Darrb's stand,Male,He/him,,Purple,Varkana,,,Yellow,
darrien muskray,,Human,Alliance to Restore the Republic,,He/him,Brown,Fair,,,,Brown,
darrus rantarovo,,Human (Atterran),Big Settlement hydro farm,Male,,,,,,,,
dart subterra,,Human,Crimson Dawn,Male,He/him,Black,Light,,,,Brown,
darth bane,,Human,Sith Order,Male,He/him,,Pale,Moraband,"A millennium before the formation of the Galactic Empire,",,Yellow,
darth caldoth,,Duros,Sith,Male,He/him,,Green,Duro,,,Yellow,
darth krist-ov,,Humanoid,Sith,Male,,Brown,Pale,,,,Red,
darth momin,,Humanoid,Sith Order,Male,He/him,Blond,Gray,,"c.1100 BBY–1000 BBY,",,Hazel,
darth plagueis,,Muun,Sith,,He/him,,Pale,,Between c. 40 BBY and 32 BBY,,Yellow and red,
darth ravi,,Human,Sith,,He/him,Black,White,,,,,
darth shaa,,Humanoid,Sith,Female,She/her,Brown,,,c. 1100-1032 BBY,,Black,
darth sidious,,Human (Naboo),Sith,Male,He/him,"Red,","Light,",Naboo,"4 ABY,",,Blue,
darts d'nar,,Zygerrian,Confederacy of Independent Systems,Male,He/him,"Brown, graying",Gray,Zygerria,,,Silver,
darwoh,,Human,Filthy Credits,,He/him,,,,"33 BBY, Keldooine",,,
dasa,,Human,,Female,,,,Skuhl,,,,
dascha,,Human,Nihil,Male,He/him,,Light-brown,,229 BBY,,,
dasha promenti,,Human,Church of the Force,Female,,Brown,Fair,Jakku,"34 ABY, Jakku",,Green,
dasita lyros,,Human,Galactic Empire,Female,,,,,,,,
dasklo'irv'ursimi,,Chiss,Chiss Ascendancy,Male,,,,,,,,
dass leffbruk,,Human,,Male,He/him,Brown,Pale,,,,Green,
dathan,,Human (hybrid strandcast),Sith Eternal,Male,He/him,Dark,Light,Exegol,"21 ABY, Bestoon Legacy, Jakku system",,Blue,
dathan (symeong),,Symeong,Sith Eternal (as a slave),Male,,,,,,,,
dathcha,,Jawa,Nebit's tribe,Male,He/him,,,,,,Yellow,
dathomir,,Dathomirian,Nightsisters,,,,,,,,,
dathomir system,,Dathomirian,Galactic Empire,,,,,,,,,
daughter,,Force-wielder,Light side of the Force,Female,She/her,Green,Pale,Mortis (adopted),"20 BBY,",,Green,
daultay dofine,,Neimoidian,Trade Federation,Male,He/him,,Mottled,Neimoidia,"32 BBY,",,Red,
dava cassamam,,Elnacon,,Female,She/her,,Brown,Nacon,,,,
davan,,Human,Alliance to Restore the Republic,,,,Light,,"Between 3 ABY and 4 ABY, Tarkin's Will, above Panisia",,,
davgar llian,,Human,,,He/him,,,,,,,
davijaan,,Human (clone),Galactic Republic,Male,He/him,Black,Tan,Kamino,,,Brown,
davil,,Xot,,Male,,,"Gray-blue, with red markings",,,,Green,
davin,,Lasat,,Male,,,,,,,,
davin bryce,,Human,Galactic Empire,Male,,Black,,,c. 1 ABY,,Brown,
davin felth,,Human,Galactic Empire,,,,,,,,,
davin's mother,,Lasat,,Female,,,,,,,,
davish krail,,Human,Alliance to Restore the Republic,Male,He/him,,,Dantooine,"0 BBY, Yavin system",,,
davith elso,,Human,Alliance to Restore the Republic,,He/him,,,,,,,
davits draven,,Human,Galactic Republic,Male,He/him,Blond,Light,Pendarr III,"1 ABY, Executor",,Blue,
davjan igo,,Trandoshan,,Male,,,Orangish-green,,,,,
davo sculdun,,Human (Chandrilan),,Male,He/him,"Auburn, graying",Light,Chandrila,,,Hazel,
davu golec,,Human,Galactic Republic,Male,,Blond,Light,,"21 BBY,",,Blue,
dawn,,Human,Galactic Empire,Female,,,,,,,,
daws,,Human,Hutt ClanCyn's crew,,,Light,,,By 4 ABY,,,
daxo ecloss,,Human,,Male,,Brown,Fair,,,,,
daynaal,,Trandoshan,,Male,He/him,,Red,,,,Teal,
daynar corsh,,Human,The Smuggler,Male,,,Light,,,,,
daz crano,,Nautolan,Resistance,Female,,,Green,,,,Black,
dazhda,,Rodian,Alliance to Restore the Republic,Male,,,Green,,,,Violet,
dazur dar,,Abednedo,Data Seekers,Male,,,Cream,,,,Black,
db-7197,,Human,First Order,,He/him,,,,"Sometime between 24 ABY amd 34 ABY, Demir",,,
death squad leader,,Human,Galactic Empire,Male,,,,,,,,
death watch bomber,,Human,Death Watch,Male,,,Light,,"21 BBY,",,Light-blue,
deathstick,,Zabrak (Dathomirian),Nightsisters,Female,,Brown,Pale,Dathomir,,,Gray,
deblindrix iii,,Nameless,Nihil,,,,,,,,,
deblindrix iv,,Nameless,Nihil,,,,,,,,,
dec hansen,,Human,Resistance,Male,,Sandy,Light,Ques,,,,
dec hansen's father,,Human,Hansen family,Male,,,,,,,,
dec hansen's mother,,Human,,Female,,,,,,,,
dedra meero,,Human (Coruscanti),Galactic Empire,Female,She/her,Blonde,Light,Coruscant,,,Blue,
deedot irepip,,Humanoid,Haxion Brood,,,,Light,,14 BBY,,,
deej,,Ewok,Bright Tree tribe,Male,,Brown,,,,,,
deek,,Dyplotid,,Male,,,,,"34 ABY,",,,
deek-deek,,Wind-truster,,Female,,,,Lew'el,"sometime after 3 ABY, Lew'el",,,
deelguh,,Rodian,Jedi Order,,He/him,,,,During a raid on Ilum,,,
deemus abrus,,Twi'lek,Galactic Society of Creature Enthusiasts,Female,She/her,,,,,,,
deena lorn,,Human,Galactic Empire,Female,,Red,,,,,,
deenlark,,Human,Galactic Empire,Male,,Gray,Fair,,,,Light blue,
defancio storsilt,,A species,,,,Gray,Brown,,,,,
dek,,Twi'lek (Rutian),,Male,,,Blue,Andelm IV,,,,
deke,,Human (clone),Galactic Republic,Male,He/him,Brown,Tan,Kamino,,,Brown,
deklar graf,,Human (Corellian),,Male,,,,Corellia,,,,
del goren,,Human,Alliance to Restore the Republic,Male,He/him,Brown,Light,,,,Brown,
del meeko,,Human,Galactic Empire,Male,He/him,Brown,Light,Coruscant,"34 ABY, Pillio",,Hazel,
delan,,Twi'lek,Hutt Cartel,,She/her,,,,,,,
delan vook,,Pantoran,,Male,,Black,Blue,,,,Blue,
delia leighton,,Human,,Female,,Red,Light,,,,Green,
delian mors,,Human,Galactic Empire,Female,She/her,,,,,,,
delih,,Cerean,,Male,,,,,,,,
dellso prin,,Cingulon,Resistance,,He/him,,White,,,,Black,
delphine,,Gloovan,Enlightenment,Female,She/her,,Purple,,,,White,
delta jeet,,Human,Ohnaka Transport Solutions,Female,She/her,Brown,,,,,,
delva racine,,Human,,,,Brown,Fair,,,,,
delwin,,Weequay,Path of the Open Hand,,He/him,,,Sriluur,"382 BBY, Jedha",,,
demir,,Demirian,First Order,,,,,,,,,Terrestrial
demms ryx,,Volpai,Alliance to Restore the Republic,Male,He/him,,"Blue, striped on face and arms",,,,,
den handsome,,Human,,Male,,,Fair,,,,,
den harrit,,Togruta,Jedi Order,,,,,,,,,
denal,,Human (clone),Galactic Republic,Male,He/him,,Tan,Kamino,"21 BBY, Cad Bane's Munificent-class star frigate, Devaron system",,Brown,
denaria kee,,Koorivar,Corporate Alliance,Female,She/her,,Purple,Koorivar,"19 BBY, Mustafar",,Green,
denetrius vidian,,Human (Corellian),Interstellar Thorilide Guild,Male,Hr/him,"Rust, later none",,Corellia,"11 BBY, Forager, Gorse system",,,
deng,,Swokes Swokes,Nihil,,,,,,,,,
deng tharand,,Human,,Male,,Brown,Fair,,,,,
dengar,,Human (Corellian),Krayt's Claw,Male,He/him,Brown,Light,Corellia,,,Blue,
denic,,Human,Denic's garage,Female,,Red,,,,,,
denis,,Human,,Male,He/him,,,,,,,
denn maskar,,Human,Galactic Empire,,,,,,Between 3 ABY and 4 ABY,,,
denner (imperial technician),,Human,Galactic Empire,Male,,,,,,,,
dennion,,Human,Galactic Empire,,They/them,Gray,Tan,,,,Brown,
denon,,Human,Galactic Empire,,,,,,,,,
densin clord,,Human,,Male,,Brown,Light,,,,,
dent,,Human,Galactic Empire,,,,,,,,,
dent (nihil),,Human,Nihil,,She/her,,,,"232 BBY, Elphrona system",,,
denwade banevans,,Human,Galactic Empire,Male,,,,Carida,"10 BBY, Vandor",,,
deonis,,Human,,,,Brown,Light,,,,Brown,
depa billaba,,Human,Jedi Order,Female,She/her,Black,Tan,Chalacta,"19 BBY, Kaller",,Brown,
dered karno,,A snouted species,,,,Black,Brown,,,,Black,
derek klivian,,Human,Galactic Empire,Male,He/him,Blond,Light,Ralltiir,"3 ABY,",,Blue,
deren,,Human (Pijali),Pijali monarchy,Male,He/him,,Dark,Pijal,,,,
derham boyce,,Human,Resistance,Male,,,,,,,,
derla pidys,,Argiopid,,Female,She/her,,"Brown, pink",,,,Yellow,
derrek raythe,,Human,Galactic Empire,Male,,,Light,,,,,
derrida,,Ketton,,,She/her,,,,,,,
derrown,,Parwan,Cad Bane's group,Male,He/him,,Brown,Parwa,,,Gray,
desana,,Human,,Female,,,,,,,,
dessard,,Human,Galactic Empire,Male,He/him,Dark,,,,,,
detorkro gaan,,Zabrak,,Male,,Red,Yellow (black tattoos),,,,Brown,
detta yao,,Human,Shadow University,Female,She/her,Blue,Dark,,,,Dark,
deva lompop,,Shani,Nihil,Female,She/her,,Green,,,,Yellow,
devaron,,Devaronian,Galactic Republic,,,,,,,,,Terrestrial
devaronian bail bondsman,,Devaronian,,Male,,Brown (beard),Red,,,,,
devi,,Human,,Female,,Blonde,Light,,,,,
devi (moon of dawk),,Humanoid,,,,,,,"Between c. 40 BBY and 32 BBY, the moon of Dawk",,,
deviss,,Human (clone),Galactic Republic,,,,Tan,Kamino,,,,
devono vix,,Gossam,Hutt Clan,,He/him,,,,"3 ABY, Nar Shaddaa",,,
dewi pamular,,Keredian,,Male,He/him,Black,Yellow,Narkina 5,,,,
dex tiree,,Human (Onderonian),Alliance to Restore the Republic,Male,He/him,,Light,Onderon,"0 BBY, Yavin system",,,
dex tiree's father,,Human,,Male,,,,,,,,
dex tiree's mother,,Human,,Female,,,,,,,,
dex tiree's sister,,Human,,Female,,,,,,,,
dexter jettster,,Besalisk,Maz Kanata's pirate crew,Male,He/him,Brown-black,Light brown,Ojom,,,Yellow,
dez rydan,,Human,Jedi Order,Male,He/him,Black,Golden,,,,,
dezine krisso,,Human,,Female,,,,,,,,
dezmoont,,Humanoid,Vesustrian,Male,,,Pale-yellow,Melm,,,,
dhandu 3,,Dhanduese,,,,,,,,,,Terrestrial
dhar wat,,Octani,,Male,He/him,,White-pink,,,,Red,
dhara leonis,,Human,Galactic Empire,Female,,,Dark brown,,,,,
dhina,,Cathar,New Republic,Female,She/her,,,,"5 ABY, Jakku",,,
dhoran,,Wookiee,,Male,He/him,,,,"34 ABY,",,,
dhow,,Human,Galactic Empire,,,Brown,Light,,,,Brown,
dhowar repareed,,Human (Savarian),,Male,,Black,Tan,Savareen,,,Brown,
dhuz,,Palandag,Canto Casino and Racetrack,,,,Green,,,,Black,
di'reni,,Twi'lek,Club Lazuli,Female,,,Green,,,,Blue,
diago velaar,,Miraluka,Hunters of the Outer Rim,Male,He/him,Gray,Tan,,,,,
diala passil,,Twi'lek,Alliance to Restore the Republic,Female,She/her,,Lavender,Ryloth,,,,
dianthy,,Twi'lek,Free Ryloth Movement,Female,,,,Ryloth,,,,
diathim refugee,,Diathim,Iego council,Female,,Blonde,White,Millius Prime,,,Gray,
dice ibegon,,Lamproid,Alliance to Restore the Republic,Female,She/her,,Brown,,,,,
dicer,,Human,Phoenix Cell,Female,She/her,,Light,,,,Brown,
didyma v,,Didynon,First Order,,,,,,,,,Terrestrial
diggles,,Mardorsh,,,He/him,,Blue and tan,,,,Yellow,
dijuka,,Dybrinthe,Jedi Order,,,,,,,,,
dil pexton,,Sullustan,,Male,,,,,,,,
dilan,,Human,,,,Brown,Light,,,,,
dilanni,,Felucian,,Male,,,Orange,Felucia,,,,
diles anevi,,Human,,,He/him,Brown (graying),Light,,"10 BBY; First Light,",,Dark,
dilpram,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
dim,,Aleena,,,He/him,,Beige,,"29 BBY, Varl Circuit",,,
din djarin,,Human,Mandalorians,Male,He/him,Dark brown,Tan,Aq Vetina,,,Brown,
din djarin's father,,Human,,Male,,Brown,Tan,,"Between 22 BBY and 19 BBY,",,Brown,
din djarin's mother,,Human,,Female,,Brown,Tan,,"Between 22 BBY and 19 BBY,",,Brown,
din grogu,,Yoda's species,Jedi Order,Male,He/him,White,Green,,,,Brown,
dineé ellberger,,Human,Royal House of Naboo,,,Brown,Fair,,,,Blue,
ding,,Human (clone),Galactic Republic,,,,Tan,Kamino,"19 BBY, Brighthome",,Brown,
dinube,,Harch,Path of the Open Hand,Female,She/her,Gray,,,,,,
distant star,,Fathier,,Female,,,,,,,,
dita,,Porg,,,It/its,,,,,,,
diva funquita,,Theelin,Gardulla Besadii the Elder,Female,,Scarlet,Light with red spots,,,,Brown,
diva shaliqua,,Theelin half-breed,Jabba Desilijic Tiure's criminal empire,Female,,Blue,Pale,,,,,
divis scaldz,,Human,,Male,,,,,,,,
divo family,,Human,Galactic Republic,,,,,,,,,
dixnet dat,,Human,Undervine,Female,,,,,,,,
dizon fray,,Dizonite,Galactic Empire,,,,,,,,,
dizzy (pilot),,Human,Galactic Empire,,,,,,,,,
dizzy (ugnaught),,Ugnaught,Hunters of the Outer Rim,,He/him,Gray,Light,,,,Blue,
dj,,Human,,Male,He/him,Black,Tan,,,,Brown,
djas puhr,,Sakiyan,,Male,He/him,,Black,,,,,
djovi resmia,,Human,Jedi Order,,They/them,Brown,Tan,,,,Yellow,
doallyn,,Geranite,Jabba's criminal empire,Male,,,,Geran,,,,
dobarn tren,,Barbadelan,Sacred Way,Male,He/him,,Tan and orange,,,,Black,
dobbu scay,,Khamarill,,,He/him,Brown,Gray,Emkhamarill,,,Brown,
dobias cole-truten,,Human,,Male,,,,,"0 BBY,",,,
doc (clone trooper),,Human (clone),Galactic Republic,Male,,,,Kamino,,,,
doc (tualon yaluna),,Human (clone),Galactic Republic,,He/him,,,Kamino,,,,
doctor mandible,,Insectoid,,Male,He/him,,Brown,Tatooine,,,Yellow,
doda bodonawieedo,,Rodian,Max Rebo Band,Male,,,Green,Rodia,,,Black,
dodd rancit,,Human,Galactic Republic,Male,,Black,,Outer Rim Territories,"14 BBY,",,,
dodibin,,Suerton,Lucky Three,Male,He/him,,Green,Chanceuxi,,,,
dodson makraven,,Human,Galactic Empire,,He/him,,,,,,,
dogma,,Human (clone),Galactic Republic,Male,He/him,Black,Tan,Kamino,,,Brown,
doikk na'ts,,Bith,Figrin D'an and the Modal Nodes,,,,Pink,,,,Black,
dok-ondar,,Ithorian,Dok-Ondar's Den of Antiquities,Male,He/Him,White,Brown,Ithor,,,Blue,
dok-ondar's father,,Ithorian,,Male,,,,Ithor,During or prior 0 ABY,,,
dok-ondar's mother,,Ithorian,,Female,,,,Ithor,During or prior 0 ABY,,,
dokar venas,,Male,Strus clan,,,,,,,,,
dokk strassi,,Trandoshan,Strassi family,Male,,,Light brown,Tatooine,"9 ABY, Tatooine",,Yellow,
dolin,,Human,Resistance,Male,He/him,Brown,,Batuu,,,,
dolo,,Bantha,,,,Brown,,Tatooine,,,,
doma dendra,,Waluna,Dendra's Antiquities,Female,She/her,,Beige and blue,Koboh,,,Blue,
domaric quinn,,Human,Galactic Empire,Male,He/him,Black,Light,,"35 ABY,",,Blue,
domina tagge,,Human,Tagge Corporation,Female,She/her,Red,Light,Tepasi,,,Blue,
domthro rus,,Human,Undervine,Male,,Black,,,,,Brown,
domus renking,,Human (Lothalite),Galactic Empire,Male,,Brown,Fair,Lothal,,,Brown,
doni laro,,Human,Doni's High Quality Ship Parts and Installments,,,Black,Light,,,,Brown,
donith garbis,,Tomith Garbis' species,Garbis family,Male,,,,,,,Yellow,
dono (onderonian),,Human (Onderonian),Onderon rebels,Female,She/her,Brown,Light,Onderon,"Between 20 BBY and 19 BBY,",,Brown,
donsat,,Ugnaught,Lonaste's clan,Male,,,,,,,,
donta gesset,,Human (Naboo),Royal House of Naboo,Male,,Black,Dark,,,,Brown,
dontin clydno,,Human,The Smuggler,Male,,Blond,Light,,,,Brown,
dooarix gyll,,Gand,,Male,,,,,,,,
dooku,,Human (Serennian),Jedi Order,Male,He/him,"Black,",Light,Serenno,"19 BBY, Invisible Hand, Coruscant system",,Brown,
doom,,Human (clone),Galactic Republic,Male,,,,Kamino,,,,
doonium strike,,Fathier,,Male,,,,,,,,
doowan,,Nautolan,,Male,,,Gray,,"0 ABY, Anthan Prime",,Black,
dooze,,Human,Galactic Empire,,,,,,,,,
dopheld mitaka,,Human,First Order,Male,,Black,Fair,,,,Brown,
dor wieedo,,Rodian,New Republic,,He/him,,,,,,,
dorae's rathtar,,Rathtar,,,,,,,Prior to 0 ABY,,,
dorin bell,,Human,Galactic Empire,Male,He/him,,,,"c. 6 BBY, Horuz",,,
dormé,,Human (Naboo),Royal House of Naboo,Female,She/her,Brown,Light,Naboo,,,Brown,
dornea,,Dornean,Alliance to Restore the Republic,,,,,,,,,
dorovio bold,,Human,Alliance to Restore the Republic,Female,,Black,Fair,,,,Brown,
